Date,Price,Regime
2023-03-30,105.67449017162596,1
2023-03-31,106.03318363429267,1
2023-04-01,106.48244699285448,0
2023-04-02,106.57553022751439,0
2023-04-03,105.92709545069874,0
2023-04-04,106.31611327273968,0
2023-04-05,105.80872107763363,0
2023-04-06,106.21607267619868,0
2023-04-07,106.88968944466558,0
2023-04-08,106.42598001137895,0
2023-04-09,106.50359746433375,0
2023-04-10,106.97150693372916,0
2023-04-11,106.84335800575647,0
2023-04-12,108.304132234154,0
2023-04-13,108.35490815188484,0
2023-04-14,107.83317080332871,0
2023-04-15,108.36003289299506,0
2023-04-16,108.29277794428354,0
2023-04-17,108.69364576328906,0
2023-04-18,108.44774691527036,0
2023-04-19,108.8690934127617,0
2023-04-20,108.36500413330417,0
2023-04-21,108.08706668947504,0
2023-04-22,108.42758144901471,0
2023-04-23,109.38333668085312,0
2023-04-24,109.96165923927383,0
2023-04-25,109.98989786591552,0
2023-04-26,109.46249185302268,0
2023-04-27,110.21888019164773,0
2023-04-28,110.3866603969852,0
2023-04-29,110.52862177677713,0
2023-04-30,111.32296684664128,0
2023-05-01,111.32703368209316,0
2023-05-02,111.45633789322078,0
2023-05-03,111.55452029511379,0
2023-05-04,111.646565490518,0
2023-05-05,111.16875787061967,0
2023-05-06,110.17463319604654,0
2023-05-07,110.37146268028229,0
2023-05-08,109.87858772553294,0
2023-05-09,109.69464149408353,0
2023-05-10,109.99606939480991,0
2023-05-11,109.29711487750468,0
2023-05-12,110.60268856491275,0
2023-05-13,111.62212115395177,0
2023-05-14,111.63057277815471,0
2023-05-15,111.87731765672058,0
2023-05-16,111.62867102069546,0
2023-05-17,110.69705588568088,0
2023-05-18,110.2698653877605,0
2023-05-19,111.18582297877357,0
2023-05-20,111.36247892385879,0
2023-05-21,110.46477077628033,0
2023-05-22,110.6731605036745,0
2023-05-23,111.58696166754723,0
2023-05-24,111.17925560279184,0
2023-05-25,110.46775298691425,0
2023-05-26,110.33663220425596,0
2023-05-27,111.36938621550873,0
2023-05-28,110.64830147267266,0
2023-05-29,110.59014555265497,0
2023-05-30,111.44338593373841,0
2023-05-31,112.18073092950092,0
2023-06-01,112.21354878663425,0
2023-06-02,113.5309341260419,0
2023-06-03,113.41600816589938,0
2023-06-04,113.45054141634976,0
2023-06-05,112.37424918667847,0
2023-06-06,113.09374821991068,0
2023-06-07,113.48213958375055,0
2023-06-08,113.52241009164169,0
2023-06-09,113.24630499189266,0
2023-06-10,113.36385367195942,0
2023-06-11,113.01115765740097,0
2023-06-12,112.8102867431809,0
2023-06-13,113.01448120923715,0
2023-06-14,113.34296578562535,0
2023-06-15,113.65564333112438,0
2023-06-16,113.25209308159604,0
2023-06-17,108.19065428675043,2
2023-06-18,104.88929733212291,2
2023-06-19,108.96125660070054,2
2023-06-20,107.76399610044686,2
2023-06-21,107.79672000935689,2
2023-06-22,110.30551102928992,2
2023-06-23,109.64581568979236,2
2023-06-24,111.05033699639469,1
2023-06-25,110.59884997624268,1
2023-06-26,109.58173647339945,1
2023-06-27,112.72506278833511,1
2023-06-28,114.52622963479416,1
2023-06-29,116.59615882327175,1
2023-06-30,114.50326861138248,1
2023-07-01,113.30245008493267,1
2023-07-02,113.28746519080023,1
2023-07-03,112.76222058765448,1
2023-07-04,114.12181675681236,1
2023-07-05,115.17260709315659,1
2023-07-06,117.51846715046437,1
2023-07-07,116.75464986761044,1
2023-07-08,117.1116086354234,1
2023-07-09,119.13943303801862,1
2023-07-10,118.28630820716684,1
2023-07-11,117.10777302599135,1
2023-07-12,119.49696722352128,1
2023-07-13,115.84560128002343,1
2023-07-14,118.5738212835511,1
2023-07-15,118.03610517380648,1
2023-07-16,118.02802649536764,1
2023-07-17,120.2784755385979,1
2023-07-18,121.66924911899366,1
2023-07-19,119.03095492094955,1
2023-07-20,117.52377857744897,1
2023-07-21,117.64656624228266,1
2023-07-22,120.53921385547196,2
2023-07-23,121.96648067989949,2
2023-07-24,122.13220439775164,2
2023-07-25,120.81335306638042,2
2023-07-26,126.43107433254352,2
2023-07-27,126.08044323755783,2
2023-07-28,129.1577804226481,2
2023-07-29,128.64849851345875,2
2023-07-30,124.29034422905627,2
2023-07-31,118.3470704436795,2
2023-08-01,119.41952111878965,2
2023-08-02,121.63464282183469,2
2023-08-03,126.12496393368255,2
2023-08-04,125.89285895057324,2
2023-08-05,125.0046181421225,2
2023-08-06,125.92801951987498,2
2023-08-07,122.47335472095207,2
2023-08-08,123.31730378258982,2
2023-08-09,124.17658811195687,2
2023-08-10,123.83935969001404,2
2023-08-11,123.66757914731376,2
2023-08-12,128.35530175905683,2
2023-08-13,129.35794432476942,2
2023-08-14,128.34564173927453,2
2023-08-15,123.21462853169552,2
2023-08-16,118.99887046422951,2
2023-08-17,120.59194347747689,2
2023-08-18,118.09601259302694,2
2023-08-19,117.19888313819635,2
2023-08-20,117.5354240329534,2
2023-08-21,122.09363246839365,2
2023-08-22,125.22710403050338,2
2023-08-23,125.74707242669913,2
2023-08-24,130.4281492098761,2
2023-08-25,133.2904770112438,2
2023-08-26,127.5227544700727,2
2023-08-27,132.12740599861016,2
2023-08-28,132.78848704002073,2
2023-08-29,125.58183731791276,2
2023-08-30,128.66345039252127,2
2023-08-31,129.7271772604856,2
2023-09-01,129.6794433068131,2
2023-09-02,132.26137862605168,2
2023-09-03,132.24088095706264,2
2023-09-04,133.573602330678,2
2023-09-05,133.1631596810968,2
2023-09-06,132.91246786602863,2
2023-09-07,129.25321515564377,2
2023-09-08,130.8290486238767,2
2023-09-09,137.5506938943744,2
2023-09-10,136.4524891284152,2
2023-09-11,133.67056716761195,2
2023-09-12,131.80243579906886,2
2023-09-13,127.07702564613938,2
2023-09-14,126.4685401067267,2
2023-09-15,126.1462049565287,2
2023-09-16,126.27908131930553,2
2023-09-17,128.96678717958116,2
2023-09-18,126.96662927512678,2
2023-09-19,125.22947237287633,2
2023-09-20,121.38475845137029,2
2023-09-21,119.48349628688051,2
2023-09-22,112.93541220099682,2
2023-09-23,115.33924835728668,2
2023-09-24,112.49055391030184,2
2023-09-25,109.7562782232257,2
2023-09-26,109.97437067561445,2
2023-09-27,107.74599891435331,2
2023-09-28,105.30947969364058,2
2023-09-29,102.51545430129286,2
2023-09-30,100.83836977980704,2
2023-10-01,101.38850039474029,2
2023-10-02,103.69651866675171,2
2023-10-03,101.43081682686561,2
2023-10-04,101.4224591295906,2
2023-10-05,100.30553273912189,2
2023-10-06,104.27271230801723,2
2023-10-07,107.91113117337203,2
2023-10-08,104.37798776523233,2
2023-10-09,104.45024585826846,2
2023-10-10,104.78282974694501,2
2023-10-11,103.58277844810077,2
2023-10-12,101.9617262729853,2
2023-10-13,99.84963048161404,2
2023-10-14,98.488756904033,2
2023-10-15,92.32641505107689,2
2023-10-16,93.90667905263352,2
2023-10-17,94.82286376462454,2
2023-10-18,94.6215812982204,2
2023-10-19,92.90892642678413,2
2023-10-20,91.67188982390039,2
2023-10-21,96.35476609402724,2
2023-10-22,100.25619985403237,2
2023-10-23,98.84119136031268,2
2023-10-24,96.36510406125862,2
2023-10-25,95.26023170258084,2
2023-10-26,94.52978482092139,2
2023-10-27,91.83771425881804,2
2023-10-28,92.4524361195118,2
2023-10-29,92.10908763746485,2
2023-10-30,91.17081809930934,2
2023-10-31,89.79876867618076,2
2023-11-01,91.50550898075511,2
2023-11-02,89.85077120812079,2
2023-11-03,95.3178493793173,2
2023-11-04,95.72230513843682,2
2023-11-05,95.93622993858634,2
2023-11-06,97.10675766407248,2
2023-11-07,100.94280013025262,2
2023-11-08,99.44249725314336,2
2023-11-09,100.90511868016758,2
2023-11-10,102.2761244814296,2
2023-11-11,104.9223170205929,2
2023-11-12,104.21355806403537,2
2023-11-13,106.68242138292138,2
2023-11-14,104.87838691091706,2
2023-11-15,99.03055183614262,2
2023-11-16,95.1182213027465,2
2023-11-17,95.15639561842748,2
2023-11-18,97.27936054404003,2
2023-11-19,97.51190793981644,2
2023-11-20,97.91461841947876,2
2023-11-21,99.3072988541173,2
2023-11-22,100.57192297483573,2
2023-11-23,103.70807498791557,2
2023-11-24,102.44440499567678,2
2023-11-25,103.47863391714986,2
2023-11-26,107.38436074066549,2
2023-11-27,108.46366613155409,2
2023-11-28,111.95341670152038,2
2023-11-29,110.70894935553486,2
2023-11-30,113.37662075855924,2
2023-12-01,116.13608709641323,2
2023-12-02,111.39710157059197,2
2023-12-03,112.17956684546789,2
2023-12-04,112.65799644206912,2
2023-12-05,115.01132453392961,2
2023-12-06,115.53040181481133,2
2023-12-07,123.16572399621762,2
2023-12-08,126.45824608156835,1
2023-12-09,127.57792247706364,1
2023-12-10,128.05680649251718,1
2023-12-11,125.86750680868539,1
2023-12-12,126.2146808944043,1
2023-12-13,126.404183609567,1
2023-12-14,131.217701251847,1
2023-12-15,132.2489792199869,1
2023-12-16,134.3735520630285,1
2023-12-17,133.98198712824683,0
2023-12-18,134.55291551886359,0
2023-12-19,132.99160561975185,0
2023-12-20,133.8361857986407,0
2023-12-21,133.2884784617233,0
2023-12-22,132.53845152585086,0
2023-12-23,132.4396860807063,0
2023-12-24,132.97238439677696,0
2023-12-25,132.8678588654721,0
2023-12-26,132.19209813669667,0
2023-12-27,132.53359613646182,0
2023-12-28,132.00405114815115,0
2023-12-29,131.46106681262899,2
2023-12-30,129.23422738357485,2
2023-12-31,129.71655072580273,2
2024-01-01,129.3441214738321,2
2024-01-02,129.8454483707129,2
2024-01-03,138.18778094020092,2
2024-01-04,134.36307324394622,2
2024-01-05,139.02742777195385,2
2024-01-06,129.78435830414313,2
2024-01-07,125.96373922233977,2
2024-01-08,126.60521522683688,2
2024-01-09,126.13083192084382,2
2024-01-10,127.79501712971422,2
2024-01-11,126.63882055801896,2
2024-01-12,126.41850123060533,2
2024-01-13,126.13652104819072,2
2024-01-14,126.23107183188162,2
2024-01-15,126.54269146563246,2
2024-01-16,126.13033582581491,2
2024-01-17,125.02454635383337,2
2024-01-18,124.30810553227074,2
2024-01-19,125.03733418777519,2
2024-01-20,125.82743105937058,2
2024-01-21,123.75998155873683,2
2024-01-22,120.85980351008844,2
2024-01-23,117.83266577046706,1
2024-01-24,120.95173225618439,1
2024-01-25,118.69930638896217,1
2024-01-26,117.24588310111665,1
2024-01-27,118.57606971625687,1
2024-01-28,116.06280661699664,1
2024-01-29,113.01011789048987,1
2024-01-30,112.08639200028203,1
2024-01-31,113.72031348536409,1
2024-02-01,113.66750475585386,1
2024-02-02,117.34221526312653,1
2024-02-03,118.5254776478248,1
2024-02-04,116.23477003117743,1
2024-02-05,116.41054737953996,1
2024-02-06,113.56502020698952,1
2024-02-07,114.50510631449042,1
2024-02-08,113.6993091708186,1
2024-02-09,114.597995467706,1
2024-02-10,117.38364373377178,1
2024-02-11,120.14889947504116,1
2024-02-12,119.86396367448168,1
2024-02-13,121.31418563100182,1
2024-02-14,120.68090176870633,1
2024-02-15,121.04033480302698,1
2024-02-16,118.27332507647364,1
2024-02-17,116.85681446134004,1
2024-02-18,117.86289371821559,1
2024-02-19,114.76267462710167,1
2024-02-20,114.92676368839568,1
2024-02-21,115.23540548252333,1
2024-02-22,116.28560369205786,1
2024-02-23,113.6357222704813,1
2024-02-24,110.75581143494057,1
2024-02-25,112.39575423885105,1
2024-02-26,112.6989621611162,1
2024-02-27,112.13289960750501,1
2024-02-28,109.51243394503526,1
2024-02-29,108.85473288613677,1
2024-03-01,107.0785813389385,1
2024-03-02,108.57149636292606,1
2024-03-03,106.42284274472232,1
2024-03-04,106.06167785425774,1
2024-03-05,107.36098408060454,1
2024-03-06,108.35728643271993,1
2024-03-07,107.61978890261044,1
2024-03-08,108.64154457785833,1
2024-03-09,109.97536626462626,1
2024-03-10,110.19616543661672,1
2024-03-11,110.93443522278906,1
2024-03-12,110.57954646414325,1
2024-03-13,112.45232625908066,1
2024-03-14,112.31668214675817,1
2024-03-15,109.94933864127458,1
2024-03-16,110.77566291262897,1
2024-03-17,109.04343361734547,1
2024-03-18,111.13367655792331,1
2024-03-19,111.82143353319366,1
2024-03-20,108.58473206579208,1
2024-03-21,109.998122555477,1
2024-03-22,110.46511772372014,1
2024-03-23,111.64720426946162,1
2024-03-24,111.72594437542872,1
2024-03-25,115.14244261511428,2
2024-03-26,113.1751424732042,2
2024-03-27,115.77768271099757,2
2024-03-28,116.68613798153997,2
2024-03-29,111.7800100185736,2
2024-03-30,106.86560467262363,2
2024-03-31,106.06314954313974,2
2024-04-01,103.92919366583709,2
2024-04-02,98.90505299975624,2
2024-04-03,95.9196142817395,2
2024-04-04,95.52221199835411,2
2024-04-05,93.55066973842057,2
2024-04-06,98.95257250537853,2
2024-04-07,97.31021481853294,2
2024-04-08,100.14949070138313,2
2024-04-09,104.20832061223547,2
2024-04-10,102.86003779669883,2
2024-04-11,101.31990314501238,2
2024-04-12,100.06361475159432,2
2024-04-13,99.64306014784798,2
2024-04-14,98.71289400389774,2
2024-04-15,95.81673121762473,2
2024-04-16,96.63984146849663,2
2024-04-17,95.73009175601328,2
2024-04-18,101.37188814921424,2
2024-04-19,103.74864913442582,2
2024-04-20,102.80833615647647,2
2024-04-21,104.30882478948031,2
2024-04-22,105.72611860663264,2
2024-04-23,108.5902646764352,2
2024-04-24,103.84338517904219,2
2024-04-25,100.57922335107806,2
2024-04-26,98.4647745056595,2
2024-04-27,98.44439703706172,2
2024-04-28,89.87774387834753,2
2024-04-29,87.92240133648853,2
2024-04-30,90.83235763193464,2
2024-05-01,88.2622194170398,2
2024-05-02,88.79184290550572,2
2024-05-03,89.47011118585662,2
2024-05-04,90.37737746478685,2
2024-05-05,91.99288893419374,2
2024-05-06,94.31230753973568,2
2024-05-07,97.92373517168075,2
2024-05-08,97.01714898482058,2
2024-05-09,94.99541107340785,2
2024-05-10,95.98871290776783,2
2024-05-11,96.94958879075246,2
2024-05-12,97.34599272874102,0
2024-05-13,95.17119603941813,1
2024-05-14,96.24658906346394,1
2024-05-15,94.29723700289611,1
2024-05-16,94.67430413777691,1
2024-05-17,94.10429889947065,1
2024-05-18,95.81085487295452,1
2024-05-19,93.7391929299332,1
2024-05-20,93.98602579617547,1
2024-05-21,94.56194257786531,1
2024-05-22,94.04711339728446,1
2024-05-23,94.29347818483228,1
2024-05-24,93.61437862794595,1
2024-05-25,93.79384117946046,1
2024-05-26,94.31032015507655,1
2024-05-27,93.56648703882531,1
2024-05-28,93.38257498767442,1
2024-05-29,90.53173537185226,1
2024-05-30,88.22182690015207,1
2024-05-31,87.32528829505101,2
2024-06-01,84.64032084454765,2
2024-06-02,84.26422089860496,2
2024-06-03,86.62752302284667,2
2024-06-04,89.46575215649604,2
2024-06-05,88.96829399365245,2
2024-06-06,86.41722018165962,2
2024-06-07,83.76581071396129,2
2024-06-08,87.24237865900622,2
2024-06-09,89.20072695630901,2
2024-06-10,88.74007841657449,2
2024-06-11,88.90470504736507,2
2024-06-12,88.39483077904407,2
2024-06-13,89.51192445423166,2
2024-06-14,89.44719640305395,2
2024-06-15,91.02977567844515,2
2024-06-16,92.67409221413243,2
2024-06-17,90.48612923477812,2
2024-06-18,91.21736068170752,2
2024-06-19,94.06608288643595,2
2024-06-20,95.22169545473668,2
2024-06-21,96.1143463309074,2
2024-06-22,94.29442234395674,2
2024-06-23,92.54801324488182,2
2024-06-24,92.51495270822343,2
2024-06-25,91.0471913375093,2
2024-06-26,93.3137024479563,2
2024-06-27,93.07150457019867,1
2024-06-28,92.11078370406575,1
2024-06-29,93.5249442476501,1
2024-06-30,91.99072045452716,1
2024-07-01,91.95735959140212,1
2024-07-02,91.16973829641786,1
2024-07-03,94.45461990885869,1
2024-07-04,94.42259541552454,1
2024-07-05,93.18143116990657,1
2024-07-06,93.23406968627829,1
2024-07-07,92.98371947302465,1
2024-07-08,91.96292966874002,1
2024-07-09,93.32703797306672,1
2024-07-10,94.19961284298631,1
2024-07-11,94.58890766759669,1
2024-07-12,93.45590473070271,1
2024-07-13,95.99600835852884,1
2024-07-14,96.51139997717725,1
2024-07-15,95.67252779993933,1
2024-07-16,97.23535286629006,1
2024-07-17,97.40240325047394,1
2024-07-18,98.79060003516655,1
2024-07-19,99.3853347011776,1
2024-07-20,102.63897256746026,1
2024-07-21,101.05077367590401,1
2024-07-22,100.24848372976395,1
2024-07-23,104.7070506098098,1
2024-07-24,104.55528469256727,1
2024-07-25,102.78648025071415,1
2024-07-26,103.65648154971916,1
2024-07-27,105.35289155210302,1
2024-07-28,105.17790024792606,1
2024-07-29,102.2366031152227,1
2024-07-30,100.85395415061029,1
2024-07-31,98.49123818674097,1
2024-08-01,101.44854167302896,1
2024-08-02,98.9636322607895,1
2024-08-03,98.11338360472531,1
2024-08-04,98.89759391079302,1
2024-08-05,97.03761464757761,1
2024-08-06,97.62220636309542,1
2024-08-07,96.618244537929,1
2024-08-08,97.08751953658566,1
2024-08-09,96.66301895113192,1
2024-08-10,96.43576844932788,1
2024-08-11,97.97257103942589,1
2024-08-12,96.27436144916696,1
2024-08-13,96.73535680061013,1
2024-08-14,97.90676362767933,1
2024-08-15,96.07722978142444,1
2024-08-16,93.83493329902855,1
2024-08-17,93.45152943318695,1
2024-08-18,90.51459430971858,1
2024-08-19,90.85969101083039,1
2024-08-20,91.74410680967208,1
2024-08-21,89.82849490010733,1
2024-08-22,90.96987238803376,1
2024-08-23,92.63803367135648,1
2024-08-24,93.14196922753464,1
2024-08-25,94.95647515406885,1
2024-08-26,94.49088345455895,1
2024-08-27,93.70998984345704,1
2024-08-28,93.52596782627805,1
2024-08-29,92.07404049584981,1
2024-08-30,91.26089293072205,1
2024-08-31,91.273612535215,1
2024-09-01,91.46438706371258,1
2024-09-02,92.08524946129332,1
2024-09-03,89.18329489947227,1
2024-09-04,93.11327207713319,1
2024-09-05,91.80251480925335,1
2024-09-06,92.68969636807059,1
2024-09-07,93.07422302975256,1
2024-09-08,92.16575317620253,1
2024-09-09,92.92227171241822,1
2024-09-10,91.6439031230862,1
2024-09-11,91.60144317085586,1
2024-09-12,94.35416812484877,1
2024-09-13,93.71880485620315,1
2024-09-14,93.81369308787939,1
2024-09-15,92.29861061076909,1
2024-09-16,93.22400750251145,1
2024-09-17,92.14499323473933,1
2024-09-18,92.55498545238622,1
2024-09-19,94.88075935856925,2
2024-09-20,94.28210910429786,2
2024-09-21,95.61243670638149,2
2024-09-22,96.46231325827281,2
2024-09-23,98.98702169101698,2
2024-09-24,100.39746377195772,2
2024-09-25,103.63467088026303,2
2024-09-26,102.9574185004918,2
2024-09-27,99.66787085109333,2
2024-09-28,95.57216741724548,2
2024-09-29,91.8622301352804,2
2024-09-30,91.16514282124461,2
2024-10-01,91.55189679163588,2
2024-10-02,89.94947338748962,2
2024-10-03,84.8918489790725,2
2024-10-04,83.4423369350217,2
2024-10-05,82.49475683856812,2
2024-10-06,82.45364269898603,2
2024-10-07,85.43307351792244,2
2024-10-08,81.53717612696937,2
2024-10-09,82.92325323746954,2
2024-10-10,84.11624658859128,2
2024-10-11,83.58487229755886,2
2024-10-12,84.40418068118124,2
2024-10-13,84.0055889270353,2
2024-10-14,85.167120084715,2
2024-10-15,83.31351602092425,2
2024-10-16,81.26343621322712,2
2024-10-17,77.37883438162889,2
2024-10-18,78.14650721665242,2
2024-10-19,76.96781648306305,2
2024-10-20,73.91448066008562,2
2024-10-21,72.12353351377813,2
2024-10-22,73.1171024471689,2
2024-10-23,73.4104413288556,2
2024-10-24,71.69038321158877,2
2024-10-25,74.19491310078644,2
2024-10-26,74.05553022762393,2
2024-10-27,74.92931389713678,2
2024-10-28,75.19009677347857,2
2024-10-29,74.6563564675212,2
2024-10-30,75.40514519537358,2
2024-10-31,77.57194923287739,2
2024-11-01,76.98840645003068,2
2024-11-02,78.4264829492963,2
2024-11-03,77.05238885647336,2
2024-11-04,80.55745010514794,2
2024-11-05,78.88952022206792,2
2024-11-06,83.27320501662176,2
2024-11-07,80.69627208535088,2
2024-11-08,79.98189292080617,2
2024-11-09,80.8887632821597,2
2024-11-10,83.36514129951364,2
2024-11-11,86.74850839454375,2
2024-11-12,89.9137307221662,2
2024-11-13,86.12541587389215,2
2024-11-14,87.01798052790659,2
2024-11-15,85.33787211196952,2
2024-11-16,87.42093533578772,2
2024-11-17,89.8338605399888,2
2024-11-18,90.5136453757189,2
2024-11-19,89.30495251817655,2
2024-11-20,86.84732647850848,2
2024-11-21,85.30296688130117,2
2024-11-22,83.684256828056,2
2024-11-23,83.75425613767776,2
2024-11-24,85.91315382248314,2
2024-11-25,86.14628491303152,2
2024-11-26,83.62089955664342,2
2024-11-27,81.04230675155674,2
2024-11-28,82.45041257821792,2
2024-11-29,86.4627440795746,2
2024-11-30,86.67119217829169,2
2024-12-01,85.1958593664576,2
2024-12-02,83.08578713101265,2
2024-12-03,84.39317020929444,2
2024-12-04,87.73401104448705,2
2024-12-05,87.06113418507682,2
2024-12-06,85.89906588726743,2
2024-12-07,82.87725695174967,2
2024-12-08,83.02850122428588,2
2024-12-09,84.6477192767768,2
2024-12-10,83.06231142555771,2
2024-12-11,83.53024867516805,2
2024-12-12,84.58217860533729,2
2024-12-13,85.81368658299726,2
2024-12-14,83.51689540802523,2
2024-12-15,81.65917460496006,2
2024-12-16,81.83716385006684,2
2024-12-17,83.28586398721272,2
2024-12-18,87.77443728426783,2
2024-12-19,85.29162097923404,2
2024-12-20,85.82747761587407,2
2024-12-21,85.82415071575097,2
2024-12-22,84.88311635345532,2
2024-12-23,87.3581016483817,2
2024-12-24,88.59954982852254,2
2024-12-25,89.92764404143685,2
2024-12-26,87.25698903624118,2
2024-12-27,86.48691108145819,2
2024-12-28,86.59617824620089,2
2024-12-29,86.96528847010204,2
2024-12-30,92.32425833624869,2
2024-12-31,91.6315026074145,2
2025-01-01,85.84561776840096,2
2025-01-02,85.98287801547222,2
2025-01-03,87.07433966116758,2
2025-01-04,87.19186480830554,2
2025-01-05,80.8960209969834,2
2025-01-06,81.48912901183127,2
2025-01-07,82.58946187291318,2
2025-01-08,79.94144009863369,2
2025-01-09,78.56511479513892,2
2025-01-10,78.44204852121995,2
2025-01-11,77.33670391226205,2
2025-01-12,76.54220238318621,2
2025-01-13,77.12095656436844,2
2025-01-14,75.91029542555643,2
2025-01-15,72.99856887555968,2
2025-01-16,74.66373056024803,2
2025-01-17,72.71505788930185,2
2025-01-18,72.33519354097871,2
2025-01-19,71.4181498492727,2
2025-01-20,69.32730878374016,2
2025-01-21,70.85015853148033,2
2025-01-22,71.66018669440886,1
2025-01-23,71.23929258754056,1
2025-01-24,71.22305737135409,1
2025-01-25,71.33934214982918,1
2025-01-26,70.14230569689178,1
2025-01-27,69.09637214749331,1
2025-01-28,69.06430556057327,1
2025-01-29,67.82833770140321,1
2025-01-30,67.78755064378697,1
2025-01-31,65.4461378118461,1
2025-02-01,65.00933808880735,1
2025-02-02,65.287145638972,1
2025-02-03,65.48995414614011,1
2025-02-04,66.6121177530547,1
2025-02-05,65.49221248217019,1
2025-02-06,65.40542613924424,1
2025-02-07,66.30934509034257,1
2025-02-08,66.58440653195059,1
2025-02-09,67.38291928171026,1
2025-02-10,66.17883017225935,1
2025-02-11,66.2410568657822,1
2025-02-12,66.01353586454323,1
2025-02-13,66.10269655593478,1
2025-02-14,65.3069925514573,1
2025-02-15,66.57931447422031,1
2025-02-16,67.2586885134309,1
2025-02-17,68.42678513066969,1
2025-02-18,68.71678830793425,1
2025-02-19,67.98716786981977,1
2025-02-20,68.60632473083923,1
2025-02-21,69.95563161576621,1
2025-02-22,70.25068302390628,1
2025-02-23,69.27530057013901,1
2025-02-24,68.66911608714847,1
2025-02-25,68.70886720350065,1
2025-02-26,70.2090758726364,1
2025-02-27,72.1039537905262,1
2025-02-28,71.18058709583313,1
2025-03-01,71.5641181360571,1
2025-03-02,70.92564856387396,1
2025-03-03,69.56249553645304,1
2025-03-04,70.16710760728368,1
2025-03-05,70.32256212398434,1
2025-03-06,70.54457453996503,1
2025-03-07,70.37043906252566,1
2025-03-08,70.69146144493226,1
2025-03-09,70.97341272694266,1
2025-03-10,71.86508297839487,1
2025-03-11,70.98799261297165,1
2025-03-12,71.934190374264,1
2025-03-13,72.72667032319043,1
2025-03-14,73.08260337951253,1
2025-03-15,73.11583220214906,1
2025-03-16,73.01233116654592,1
2025-03-17,72.91826217064542,1
2025-03-18,72.9515991425604,1
2025-03-19,71.31901222700526,1
2025-03-20,73.77995685217205,1
2025-03-21,74.97013792707138,1
2025-03-22,77.00712346312137,1
2025-03-23,77.72738902025206,1
2025-03-24,77.00175153905548,1
2025-03-25,77.5539580460597,1
2025-03-26,77.87520767982613,0
2025-03-27,76.07100829692126,2
2025-03-28,78.52046143319316,2
2025-03-29,77.69047667609541,2
2025-03-30,79.08858923252112,2
2025-03-31,81.94863812285371,2
2025-04-01,82.51814646227575,2
2025-04-02,83.11838785166728,0
